address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
643 Syracuse St,,779900,Denver,CO,80230,4,3,2,4868,7963,Single Family Home,LIV Sotheby's International Realty,2017-03-16
65 S Jackson St,,1049900,Denver,CO,80209,4,5,2,3651,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
650 S Alton Way,9A,199995,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,Integrity Realty & Management,2017-03-16
651 S Race St,,1275000,Denver,CO,80209,5,4,2,4680,4680,Single Family Home,LIV Sotheby's International Realty,2017-03-16
655 N Washington St,4A,149973,Denver,CO,80203,1,1,,520,,Condo/Townhome/Row/H,Buy-Out Company Realty  Llc,2017-03-16
655 Quebec St,659,399888,Denver,CO,80220,3,2,2,1335,,Single Family Home,A2Z Realty LLC,2017-03-16
655 S Federal Blvd,,1308000,Denver,CO,80219,,4,46,5043,15682,Multi-Family,Evans Real Estate & Investments,2017-03-16
6565 E Arizona Ave,6,190000,Denver,CO,80224,1,1,1,1152,,Condo/Townhome/Row/H,Leicht Source Realty  Llc,2017-03-16
66 S Broadway,,1600000,Denver,CO,80209,,,2,10400,3995,Multi-Family,Re/Max Nexus,2017-03-16
660 S Alton Way,9D,369500,Denver,CO,80247,3,3,2,2145,,Condo/Townhome/Row/H,WEICHERT REALTOR PROFESSIONALS,2017-03-16
6601 N Hooker St,,259000,Denver,CO,80221,2,1,4,775,9375,Single Family Home,The Devonshire Company,2017-03-16
6610 York St,,500000,Denver,CO,80229,4,2,3,2224,81457,Single Family Home,Amber Real Estate,2017-03-16
665 S Alton Way,12D,199900,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,Elite Home Colorado,2017-03-16
665 Tennyson St,,329900,Denver,CO,80204,2,1,1,600,6500,Single Family Home,Resident Realty Westminster,2017-03-16
6663 E Columbia Pl,,535000,Denver,CO,80224,4,2,2,2380,8510,Single Family Home,Synergy Real Estate Team,2017-03-16
6681 Warren Dr,,604777,Denver,CO,80221,3,4,2,3698,3795,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
6722 Alan Dr,,514900,Denver,CO,80221,3,3,2,3024,3413,Single Family Home,Brookfield Homes Colorado,2017-03-16
6744 Avrum Dr,,469500,Denver,CO,80221,3,3.5,2,2237,2923,Single Family Home,RE/MAX Traditions  Inc.,2017-03-16
6787 Mariposa St,,499235,Denver,CO,80221,3,3,2,2834,2560,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
6797 Mariposa St,,481835,Denver,CO,80221,3,3,2,2266,2960,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
680 S Alton Way,9C,237900,Denver,CO,80247,2,2,1,1550,,Condo/Townhome/Row/H,4% Realty,2017-03-16
6809 E Lowry Blvd,,1100000,Denver,CO,80230,3,4,2,3329,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
6821 Osage St,,699900,Denver,CO,80221,4,4,4,3655,7920,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
6825 E Lowry Blvd,,875000,Denver,CO,80230,3,4,2,2825,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
683 S High St,,899999,Denver,CO,80209,3,3,2,2354,4680,Single Family Home,RE/MAX Alliance,2017-03-16
6835 E Lowry Blvd,,850000,Denver,CO,80230,2,4,2,2825,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
6861 Osage St,,649000,Denver,CO,80221,4,4,4,3652,8040,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
6903 E Wesley Ave,,533000,Denver,CO,80224,4,3,2,2600,9080,Single Family Home,LIV Sotheby's International Realty,2017-03-16
6930 E Girard Ave,409,210000,Denver,CO,80224,2,1,1,1000,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
6930 E Girard Ave,110,199900,Denver,CO,80224,2,1,1,1000,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
6940 E Girard Ave,204,220000,Denver,CO,80224,2,2,1,1200,,Condo/Townhome/Row/H,The Denver 100,2017-03-16
695 S Alton Way,1B,180000,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,MADLOM REAL ESTATE,2017-03-16
700 S Alton Way,6B,169900,Denver,CO,80247,1,1,1,855,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
700 S Alton Way 11 Way,11B,160000,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,HOME REAL ESTATE,2017-03-16
701 S Downing St,,1079800,Denver,CO,80209,5,3,2,3620,4760,Single Family Home,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
7039 E Girard Ave,,325000,Denver,CO,80224,2,2,2,1622,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DTC,2017-03-16
7040 E Girard Ave,207,232000,Denver,CO,80224,2,2,1,1200,,Condo/Townhome/Row/H,Mb The Castlewood Company,2017-03-16
709 N Clarkson St,,3500000,Denver,CO,80218,8,7,5,13127,15682,Single Family Home,Tjc Real Estate,2017-03-16
7092 E Mexico Ave,,519000,Denver,CO,80224,5,3,1,2571,7120,Single Family Home,WEICHERT REALTOR PROFESSIONALS,2017-03-16
7095 W Princeton Ave,,899000,Denver,CO,80235,4,4,3,5791,13939,Single Family Home,Kentwood Company,2017-03-16
71 S Jackson St,,1049900,Denver,CO,80209,4,5,2,3651,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
710 S Clayton St,,2095000,Denver,CO,80209,5,6,2,5617,6250,Single Family Home,Ens Real Estate,2017-03-16
7114 Santa Fe Dr,,304900,Denver,CO,80221,4,2,2,1952,7500,Single Family Home,Park Avenue Real Estate,2017-03-16
712 Krameria St,,725000,Denver,CO,80220,4,3,5,2440,6250,Single Family Home,Perry & Co. - Main Office,2017-03-16
715 S Alton Way,5C,219900,Denver,CO,80247,2,2,1,1380,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
7155 E Princeton Ave,,575000,Denver,CO,80237,4,3,2,2982,13068,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
7155 W Princeton Ave,,1000000,Denver,CO,80235,5,5,3,6247,13068,Single Family Home,Berkshire Hathaway HomeServices Innovative Real Es,2017-03-16
716 25th St,,645000,Denver,CO,80205,2,2,1,1700,2915,Single Family Home,Park Properties Realty Llc,2017-03-16
718 Birch St,,729900,Denver,CO,80220,3,4,2,2629,2975,Condo/Townhome/Row/H,Exp Realty  Llc,2017-03-16
718 Stuart St,,399900,Denver,CO,80204,4,2,2,1812,6270,Multi-Family,Elite Home Colorado,2017-03-16
720 16th St,421,349000,Denver,CO,80202,2,1,1,1365,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
727 Ash St,,699900,Denver,CO,80220,3,4,2,3709,3192,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
729 Ash St,,759999,Denver,CO,80220,4,4,2,3651,3716,Condo/Townhome/Row/H,Enlighten Real Estate Group,2017-03-16
7327 E Cedar Ave,,719000,Denver,CO,80230,4,4,2,3341,6006,Single Family Home,RE/MAX Alliance,2017-03-16
733 E 2nd Ave,207,245000,Denver,CO,80203,2,1,1,854,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
7362 E 8th Pl,,635000,Denver,CO,80230,3,3,2,3264,5214,Single Family Home,Kentwood Company,2017-03-16
739 S Washington St,,630000,Denver,CO,80209,3,1,1,1670,3860,Single Family Home,Cherry Creek Properties LLC,2017-03-16
741 Harrison St,,649000,Denver,CO,80206,3,2,2,1647,5940,Single Family Home,RE/MAX ALLIANCE,2017-03-16
749 Lowell Blvd,,280000,Denver,CO,80204,3,1,1,1466,6270,Single Family Home,Brokers Guild Classic,2017-03-16
75 Ash St,,1450000,Denver,CO,80220,4,4,2,4397,8930,Single Family Home,Perry & Co. - Cherry Creek North Office,2017-03-16
750 S Alton Way,3B,259900,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
750 S Alton Way,7D,239900,Denver,CO,80247,2,2,2,1200,,Condo/Townhome/Row/H,Berkshire Hathaway Preferred Real Estate,2017-03-16
7505 W Yale Ave,2202,325000,Denver,CO,80227,4,4,2,2002,1584,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
7525 E 1st Pl Ste 1012,,400000,Denver,CO,80230,2,2,2,1650,221720,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
754 E 7th Ave,,875000,Denver,CO,80203,4,4,2,3646,2505,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
7547 E Severn Pl,,849000,Denver,CO,80230,5,4,2,4308,4950,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
755 S Alton Way,9B,209000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
765 S Alton Way,3B,199900,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
766 S Poplar St,,575000,Denver,CO,80224,4,3,2,3429,7980,Single Family Home,Cherry Creek Properties LLC,2017-03-16
7668 Ellen Ln,,329000,Denver,CO,80221,3,3,2,1726,8250,Single Family Home,REML1,2017-03-16
77 Newport St,,899900,Denver,CO,80230,4,4,2,3802,3820,Single Family Home,MB TEAM LASSEN,2017-03-16
775 S Alton Way,3C,224900,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
778 S Grape St,,499900,Denver,CO,80246,5,3,4,2472,7820,Single Family Home,Homesmart Realty Group Of Colorado,2017-03-16
7865 E Mississippi Ave,1001,325000,Denver,CO,80247,2,2,5,1628,,Condo/Townhome/Row/H,SHOWCASE PROPERTIES UNLIMITED,2017-03-16
7865 E Mississippi Ave,106,215000,Denver,CO,80247,2,2,2,1386,,Condo/Townhome/Row/H,Vision Real Estate Llc,2017-03-16
787 S Emerson St,,1150000,Denver,CO,80209,4,4,2,3200,4440,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
7877 E Mississippi Ave,1005,245000,Denver,CO,80247,2,2,4,1194,1430,Condo/Townhome/Row/H,Exclusive Integrity R.E. Brokerage,2017-03-16
7877 E Mississippi Ave,102,265000,Denver,CO,80247,2,2,2,1638,,Condo/Townhome/Row/H,Keller Williams Advantage Realty,2017-03-16
7877 E Mississippi Ave,704,214900,Denver,CO,80247,2,2,2,1374,,Condo/Townhome/Row/H,Mb Rotola & Company,2017-03-16
7880 E Cedar Ave,,824900,Denver,CO,80230,5,4,2,4377,5970,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
789 N Clarkson St,804,349900,Denver,CO,80218,3,2,1,1231,24829,Condo/Townhome/Row/H,RE/MAX Northwest,2017-03-16
789 N Clarkson St,101,199000,Denver,CO,80218,1,1,1,409,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
790 Cook St,,629000,Denver,CO,80206,4,2,2,2174,5950,Single Family Home,PorchLight Real Estate Group,2017-03-16
7906 E 50th Ave,,950000,Denver,CO,80238,4,4,2,4135,6320,Single Family Home,Perry & Co. - Main Office,2017-03-16
7936 E 50th Ave,,999900,Denver,CO,80238,5,5,2,4287,6500,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
7954 E 34th Ave,,1050000,Denver,CO,80238,6,6,2,4847,6175,Single Family Home,Keller Williams Preferred Realty,2017-03-16
7955 Ogden Ct,,285000,Denver,CO,80229,3,3,6,1672,3789720,Single Family Home,EXIT REALTY CHERRY CREEK,2017-03-16
7966 E 50th Ave,,1125000,Denver,CO,80238,5,5,3,5227,6500,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
800 S Eliot St,,329000,Denver,CO,80219,2,2,2,2086,6408,Single Family Home,THE RESOURCE GROUP LLC,2017-03-16
800 W 8th Ave,201,549900,Denver,CO,80204,2,2,2,1911,,Condo/Townhome/Row/H,Kingdom Realty,2017-03-16
8053 Wyandot St,,299900,Denver,CO,80221,4,2,1,1992,6300,Single Family Home,Redfin Corporation,2017-03-16
8055 E 49th Dr,,914500,Denver,CO,80238,5,4.5,3,4831,7131,Single Family Home,Housing Helpers-Boulder,2017-03-16
8060 E Girard Ave,806,135000,Denver,CO,80231,1,1,2,740,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
8060 E Girard Ave,201,164800,Denver,CO,80231,2,2,1,1050,221720,Condo/Townhome/Row/H,Windermere Metro Denver Real Estate,2017-03-16
8060 E Girard Ave,811,169800,Denver,CO,80231,2,2,2,1050,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
8060 E Girard Ave,616,128000,Denver,CO,80231,1,1,1,740,,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
8060 E Girard Ave,1020,225000,Denver,CO,80231,2,2,1,1050,,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
8085 E Amherst Ave,,445000,Denver,CO,80231,5,3,2,2600,8960,Single Family Home,Kentwood Company,2017-03-16
8100 E Union Ave,1708,549950,Denver,CO,80237,2,2,2,1607,,Single Family Home,Kentwood Company,2017-03-16
8100 E Union Ave,604,539000,Denver,CO,80237,2,2,2,1560,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
8100 E Union Ave,211,449000,Denver,CO,80237,2,2,1,1527,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
8100 E Union Ave,510,399000,Denver,CO,80237,1,1,1,1109,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
8100 E Union Ave,1906,760000,Denver,CO,80237,2,2,2,1823,,Condo/Townhome/Row/H,RE/MAX Alliance - Olde Town,2017-03-16
8100 E Union Ave,2303,1220000,Denver,CO,80237,2,3,2,2231,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
8100 E Union Ave,1603,554900,Denver,CO,80237,2,2,2,1560,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-16
8100 E Union Ave,313,538900,Denver,CO,80237,2,2,2,1667,,Condo/Townhome/Row/H,RE/MAX SOUTHEAST INC.,2017-03-16
8100 E Union Ave,2005,1700000,Denver,CO,80237,2,3,2,3086,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
8100 E Union Ave,1902,850000,Denver,CO,80237,2,2,2,1990,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
811 E 22nd Ave,,517000,Denver,CO,80205,3,2,1,2046,1313,Single Family Home,Elite Home Colorado,2017-03-16
8123 E 50th Dr,,685000,Denver,CO,80238,5,4,2,4169,4884,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
82 Oneida St,,849900,Denver,CO,80230,3,3,2,4119,3800,Single Family Home,Pacific Real Estate Llc,2017-03-16
820 Fairfax St,,659000,Denver,CO,80220,4,5,2,2640,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
820 Leyden St,,1130000,Denver,CO,80220,6,5,3,5577,8590,Single Family Home,LIV Sotheby's International Realty,2017-03-16
8202 Beekman Pl,,875000,Denver,CO,80238,4,4,2,4372,5730,Single Family Home,TRELORA,2017-03-16
823 Uinta Way,,725000,Denver,CO,80230,4,4,2,3821,4877,Single Family Home,Elite Home Colorado,2017-03-16
8249 E 55th Ave,,610000,Denver,CO,80238,4,3,2,3152,3832,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
827 S Umatilla Way,,310000,Denver,CO,80223,2,1,2,1388,8050,Single Family Home,RE/MAX Alliance,2017-03-16
829 Leyden St,,595000,Denver,CO,80220,4,2,5,2042,6250,Single Family Home,Your Castle Real Estate,2017-03-16
836 Dexter St,304,245000,Denver,CO,80220,2,1,,755,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
836 E 17th Ave,3B,675000,Denver,CO,80218,3,2,1,1804,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
837 S Downing St,,925000,Denver,CO,80209,3,4,2,3737,3346,Condo/Townhome/Row/H,BELLISSIMO HOMES  INC,2017-03-16
838 Fairfax St,,657000,Denver,CO,80220,4,5,2,2640,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
842 Poplar St,,1099900,Denver,CO,80220,6,6,3,4155,6100,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
8495 E 28th Ave,,765000,Denver,CO,80238,5,5,2,3723,4450,Single Family Home,Your Castle Real Estate,2017-03-16
85 Forest St,,599900,Denver,CO,80220,4,2,1,1753,6250,Single Family Home,Referral 2000  LLC,2017-03-16
85 S Pennsylvania St,209,570000,Denver,CO,80209,2,2,1,1020,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
85 S Pennsylvania St,310,675000,Denver,CO,80209,2,2,1,1180,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
85 S Pennsylvania St,309,375000,Denver,CO,80209,0,1,1,660,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
85 S Pennsylvania St,301,325000,Denver,CO,80209,0,1,1,509,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
85 S Pennsylvania St,201,580000,Denver,CO,80209,2,2,1,1235,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
8506 E Arizona Pl,,659000,Denver,CO,80247,4,4,2,4111,4356,Single Family Home,RE/MAX Professionals,2017-03-16
8525 Madison Ct,,129900,Denver,CO,80229,2,1,1,994,3496,Single Family Home,James C Hill Real Estate,2017-03-16
8526 E Hawaii Ln,,1099000,Denver,CO,80231,6,6,3,7191,16117,Single Family Home,REML1,2017-03-16
8531 E 35th Dr,,645000,Denver,CO,80238,4,4,2,3025,4050,Single Family Home,WEICHERT REALTOR PROFESSIONALS,2017-03-16
8546 E 51st Ave,,1119900,Denver,CO,80238,5,5,3,5880,7083,Single Family Home,Urban Leasing & Real Estate,2017-03-16
8556 E Hawaii Ln,,1350000,Denver,CO,80231,6,5,3,5164,10890,Single Family Home,Exit Realty Denver Tech Center,2017-03-16
859 S University Blvd,,675000,Denver,CO,80209,2,2,3,2560,6250,Single Family Home,RE/MAX Masters Millennium,2017-03-16
8591 E Iliff Dr,,879000,Denver,CO,80231,3,4,2,4309,6098,Single Family Home,RE/MAX Professionals,2017-03-16
863 Cook St,,759900,Denver,CO,80206,4,3,1,2588,4460,Single Family Home,Modern Real Estate,2017-03-16
8643 E Iliff Dr,,945000,Denver,CO,80231,4,5,2,5072,4792,Single Family Home,Kentwood City Properties,2017-03-16
865 S Cove Way,,2300000,Denver,CO,80209,4,6,2,5989,8049,Single Family Home,LIV Sotheby's International Realty,2017-03-16
866 Kalamath St,,575000,Denver,CO,80204,3,4,2,1853,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
8671 Rainbow Ave,,260000,Denver,CO,80229,3,2,1,2150,8040,Single Family Home,Resident Realty Westminster,2017-03-16
870 Kalamath St,,595000,Denver,CO,80204,3,4,2,1853,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
871 Uinta Way,,745000,Denver,CO,80230,3,3,2,3767,4746,Single Family Home,RE/MAX Alliance,2017-03-16
8725 E Iliff Dr,,879000,Denver,CO,80231,3,4,2,4309,5663,Single Family Home,RE/MAX Professionals,2017-03-16
873 Elm St,,725000,Denver,CO,80220,3,4,2,2427,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
8735 E Iliff Dr,,835000,Denver,CO,80231,5,5,2,5304,6534,Single Family Home,RE/MAX Professionals,2017-03-16
8824 E Florida Ave,208,99900,Denver,CO,80247,1,1,2,598,436,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
8824 E Florida Ave,G16,100000,Denver,CO,80247,1,1,2,598,436,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-16
888 N Logan St,3I,315000,Denver,CO,80203,2,1,1,973,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Denver Wes,2017-03-16
891 14th St,1802,524900,Denver,CO,80202,2,2,1,1041,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,3902,679500,Denver,CO,80202,2,2,1,1052,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,1507,420000,Denver,CO,80202,1,1,1,809,,Condo/Townhome/Row/H,Brokers Guild Classic,2017-03-16
891 14th St,2114,446900,Denver,CO,80202,1,1,1,893,,Condo/Townhome/Row/H,SPX Realty,2017-03-16
891 14th St,1902,534900,Denver,CO,80202,2,2,1,1041,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
891 14th St,4210,1495000,Denver,CO,80202,3,3,2,2062,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,3909,1250000,Denver,CO,80202,2,3,2,1697,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,909,1475000,Denver,CO,80202,2,3,3,1757,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
891 14th St,2314,460000,Denver,CO,80202,1,1,1,893,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,3916,1375000,Denver,CO,80202,2,3,2,1671,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
891 14th St,3416,1150000,Denver,CO,80202,2,3,2,1671,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
891 14th St,3810,1350000,Denver,CO,80202,3,3,2,2143,,Condo/Townhome/Row/H,Unified Real Estate Llc,2017-03-16
8929 E Vassar Ave,,1535000,Denver,CO,80231,4,4,3,6078,7405,Single Family Home,RE/MAX Professionals,2017-03-16
8940 E Vassar Ave,,2100000,Denver,CO,80231,5,6,3,7095,11761,Single Family Home,Lux Homes Denver,2017-03-16
8961 E 29th Ave,,750000,Denver,CO,80238,3,3,2,4466,4500,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
8991 59th Pl,,388995,Denver,CO,80238,3,3,2,1935,2850,Single Family Home,MB TEAM LASSEN,2017-03-16
900 W 79th Pl,,309900,Denver,CO,80221,4,2,1,2199,8343,Single Family Home,RE/MAX ALLIANCE ON WALNUT,2017-03-16
9002 E Vassar Ave,,2090000,Denver,CO,80231,4,7,3,6060,,Single Family Home,RE/MAX Professionals,2017-03-16
9005 E 58th Dr,,645941,Denver,CO,80238,4,4,2,3252,3600,Single Family Home,MB TEAM LASSEN,2017-03-16
9031 E Colorado Dr,,565000,Denver,CO,80231,3,3,2,4233,16553,Single Family Home,Ann Lampert Realty,2017-03-16
9034 E Wesley Ave,,1990000,Denver,CO,80231,4,6,4,6544,9583,Single Family Home,RE/MAX Momentum,2017-03-16
9046 E Mansfield Ave,390,258500,Denver,CO,80237,3,2,2,1584,350,Condo/Townhome/Row/H,Donald E. Voake,2017-03-16
9049 E Harvard Ave,,1790000,Denver,CO,80231,4,6,3,6601,8712,Single Family Home,RE/MAX Momentum,2017-03-16
9072 E Vassar Ave,,550000,Denver,CO,80231,,,,9583,,Land,RE/MAX Professionals,2017-03-16
9079 E Harvard Ave,,470000,Denver,CO,80231,,,,,10454,Land,RE/MAX Professionals,2017-03-16
9092 E 61st Pl,,627078,Denver,CO,80238,3,3,2,3103,4032,Single Family Home,MB TEAM LASSEN,2017-03-16
9147 E 35th Ave,,874500,Denver,CO,80238,4,4,3,4532,5225,Single Family Home,Trilogy Real Estate,2017-03-16
915 E 7th Ave,,1145000,Denver,CO,80218,3,4,2,3842,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
9175 E Wesley Ave,,1999000,Denver,CO,80231,4,6,3,5835,9496,Single Family Home,RE/MAX Professionals,2017-03-16
9196 E 35th,,679900,Denver,CO,80238,3,4,2,2637,3800,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
9200 E Cherry Creek South Dr,17,515000,Denver,CO,80231,3,4,2,3288,3153,Condo/Townhome/Row/H,Epic Realty,2017-03-16
9234 E 37th Ave,,839000,Denver,CO,80238,5,5,4,3602,6847,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
9234 E Harvard Ave,,1498000,Denver,CO,80231,4,4,3,5763,8276,Single Family Home,RE/MAX Professionals,2017-03-16
925 N Lincoln St,4I-S,350000,Denver,CO,80203,2,2,1,1074,,Condo/Townhome/Row/H,TRELORA,2017-03-16
925 N Lincoln St,7D-S,329900,Denver,CO,80203,1,1,1,813,,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
925 N Lincoln St,4H-S,430000,Denver,CO,80203,2,2,2,1171,,Condo/Townhome/Row/H,Mb Alborz Real Estate,2017-03-16
925 N Lincoln St,9D-S,620000,Denver,CO,80203,3,2,2,1757,,Condo/Townhome/Row/H,Mb Alborz Real Estate,2017-03-16
930 E 7th Ave,,3650000,Denver,CO,80218,9,6,3,11346,20473,Single Family Home,Kentwood Company,2017-03-16
