address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
4200 W 17th Ave,425,635000,Denver,CO,80204,2,2,2,1005,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,340,739000,Denver,CO,80204,2,2,2,1053,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,528,835000,Denver,CO,80204,2,2,2,1232,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,1209,735000,Denver,CO,80204,1,1,1,925,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,221,455000,Denver,CO,80204,1,1,1,675,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,401,1750000,Denver,CO,80204,2,3,2,2285,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,51,975000,Denver,CO,80204,3,3,2,2078,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,145,925000,Denver,CO,80204,2,3,2,1708,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,725,685000,Denver,CO,80204,2,2,2,1005,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4200 W 17th Ave,814,684000,Denver,CO,80204,1,2,1,954,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4201 Fillmore St,,25000,Denver,CO,80216,,,,760,,Land,A Perfect Location Realty,2017-03-16
4208 Lipan St,,379000,Denver,CO,80211,2,1,2,725,4690,Single Family Home,CHERRY CREEK PROPERTIES INC,2017-03-16
4210 W 53rd Ave,,719900,Denver,CO,80212,4,3,3,3829,5218,Condo/Townhome/Row/H,Vip Real Estate Co,2017-03-16
422 Acoma St,Brownstone,735000,Denver,CO,80204,3,3,2,1988,,Condo/Townhome/Row/H,REAL ESTATE REVOLUTION,2017-03-16
4220 Eliot St,,699900,Denver,CO,80211,4,4,1,4351,6250,Single Family Home,BRADFORD REAL ESTATE,2017-03-16
4230 Lowell Blvd,,585000,Denver,CO,80211,6,2,5,2702,6420,Single Family Home,Home Brokers  Llc,2017-03-16
425 Milwaukee St,,1799000,Denver,CO,80206,4,6,2,3616,6250,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
425 S Jasmine St,,624900,Denver,CO,80224,5,3,3,2600,6250,Single Family Home,Bluematch,2017-03-16
4251 Stuart St,,759000,Denver,CO,80212,4,3.5,2,2493,3165,Condo/Townhome/Row/H,RE/MAX Northwest,2017-03-16
4251 Stuart St,,759000,Denver,CO,80212,4,4,2,2493,3160,Single Family Home,RE/MAX Northwest,2017-03-16
4253 Stuart St,,720000,Denver,CO,80212,3,3.5,2,2970,3160,Condo/Townhome/Row/H,RE/MAX Northwest,2017-03-16
427 Milwaukee St,,1775000,Denver,CO,80206,4,6,2,3616,6250,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
430 Garfield St,,2350000,Denver,CO,80206,4,5,2,4859,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
4301 W 53rd Ave,,995000,Denver,CO,80212,2,3,5,2826,94090,Single Family Home,SHOWCASE PROPERTIES UNLIMITED,2017-03-16
4323 Fillmore St,,250000,Denver,CO,80216,3,1,,841,4690,Single Family Home,Prestigio Real Estate,2017-03-16
4323 Fillmore St,,250000,Denver,CO,80216,3,1,,841,4690,Multi-Family,Prestigio Real Estate,2017-03-16
4324 Pecos St,,489900,Denver,CO,80211,3,4,1,1562,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
4331 Del Rio Ct,,250000,Denver,CO,80239,3,2,2,1406,5360,Single Family Home,TRELORA,2017-03-16
4338 Lipan St,,852900,Denver,CO,80211,2,1,12,7030,28314,Multi-Family,Hernandez & Associates Brokerage Llc,2017-03-16
434 Elm St,,1895000,Denver,CO,80220,5,7,2,5679,6250,Single Family Home,Kentwood City Properties,2017-03-16
4351 E Bails Pl,,330000,Denver,CO,80222,5,2,,1736,6120,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
4357 Sherman St,,185000,Denver,CO,80216,2,1,1,883,4690,Single Family Home,Parkview Real Estate,2017-03-16
439 Garfield St,,799900,Denver,CO,80206,4,4,2,2790,,Condo/Townhome/Row/H,Home Savings Realty,2017-03-16
4400 S Quebec St,P205,185000,Denver,CO,80237,2,2,1,904,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
4401 Ceylon St,,295000,Denver,CO,80249,3,2,2,2028,6930,Single Family Home,I Go Realty,2017-03-16
4401 Josephine St,,239000,Denver,CO,80216,,,,,10890,Land,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
4401 and 4427 Cahita Ct,,770000,Denver,CO,80216,,,,,11326,Land,Your Castle Real Estate,2017-03-16
4421 Beach Ct,,345000,Denver,CO,80211,2,1,2,1151,4690,Single Family Home,RE/MAX Northwest,2017-03-16
4425 Perry St,,359000,Denver,CO,80212,1,1,,1055,6250,Single Family Home,Berkshire Hathaway HomeServices Innovative Real Es,2017-03-16
4430 E Bails Pl,,499900,Denver,CO,80222,2,3,2,2229,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-16
444 17th St,407,254900,Denver,CO,80202,1,1,,688,,Condo/Townhome/Row/H,Castles And Condos Realty,2017-03-16
4463 S Lowell Blvd,,245000,Denver,CO,80236,3,2.5,,1755,,Condo/Townhome/Row/H,Brokers Guild Classic,2017-03-16
448 Detroit St,,1685000,Denver,CO,80206,4,5,2,4733,3125,Condo/Townhome/Row/H,Mb Signature City Properties Llc,2017-03-16
4489 E Florida Ave,,475000,Denver,CO,80222,3,2,3,1986,6500,Single Family Home,TRELORA,2017-03-16
4490 W 37th Ave,,650000,Denver,CO,80212,3,4,2,2379,3880,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
45 N Ogden St,209,425000,Denver,CO,80218,2,2,2,1261,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
45 S Jackson St,,969000,Denver,CO,80209,4,4,2,4194,3049,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY-DENVER SOUTHEAST,2017-03-16
45 S Quantum St,,729900,Denver,CO,80230,4,3,3,3565,5125,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
4505 S Yosemite St,368,675000,Denver,CO,80237,4,4,2,4025,2742,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
4505 S Yosemite St,132,515000,Denver,CO,80237,3,4,2,3644,2732,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
4505 S Yosemite St,121,659000,Denver,CO,80237,5,3,2,4582,3977,Single Family Home,RE/MAX Properties,2017-03-16
451 Garfield St,,695000,Denver,CO,80206,3,3,2,2790,2469,Condo/Townhome/Row/H,Intransit Services Llc,2017-03-16
4512 Yates St,,775000,Denver,CO,80212,4,4,3,3275,5850,Single Family Home,Resident Realty Westminster,2017-03-16
452 N Ogden St,,975000,Denver,CO,80218,4,4,2,3971,3081,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DTC,2017-03-16
4530 Crystal St,,230000,Denver,CO,80239,3,3,2,1879,3860,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4530 S Verbena St,333,634999,Denver,CO,80237,3,3,2,3840,,Condo/Townhome/Row/H,EQUITY COLORADO,2017-03-16
4535 Bryant St,,650000,Denver,CO,80211,3,3,,2724,6250,Single Family Home,NOSTALGIC HOMES,2017-03-16
4545 S Monaco St,446,825000,Denver,CO,80237,5,4,2,4725,4129,Condo/Townhome/Row/H,The Denver 100,2017-03-16
4545 S Monaco St,321,800000,Denver,CO,80237,6,5,2,4389,3993,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
4545 S Monaco St,434,850000,Denver,CO,80237,5,4,2,4399,4120,Single Family Home,Your Castle Real Estate,2017-03-16
4551 Hooker St,,535000,Denver,CO,80211,3,3,1,1446,6230,Single Family Home,Homesmart Realty Group Of Colorado,2017-03-16
4566 Ensenada St,,320000,Denver,CO,80249,5,4,2,2704,6710,Single Family Home,Keller Williams Advantage Realty,2017-03-16
4567 Tennyson St,,589900,Denver,CO,80212,3,3,2,1803,,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4575 Cathay Ct,,355000,Denver,CO,80249,5,4,2,2817,13504,Single Family Home,Resident Realty South Metro,2017-03-16
4575 Cathay Ct,,369900,Denver,CO,80249,5,3.5,2,2817,13504,Single Family Home,Resident Realty South Metro,2017-03-16
4588 Malta St,,300000,Denver,CO,80249,4,3,2,1964,3530,Single Family Home,RE/MAX Masters Millennium,2017-03-16
460 Monaco Pkwy,,869900,Denver,CO,80220,4,3,7,3068,13068,Single Family Home,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
4615 Walden Ct,,329999,Denver,CO,80249,3,3,2,2319,5428,Single Family Home,RE/MAX Masters Millennium,2017-03-16
4625 W 50th Ave,207,660000,Denver,CO,80212,2,2,1,1895,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,307,690000,Denver,CO,80212,2,2,1,1895,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,301,649000,Denver,CO,80212,2,2,1,1618,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,306,995000,Denver,CO,80212,2,3,1,2329,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,309,990000,Denver,CO,80212,3,3,2,2289,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,103,425000,Denver,CO,80212,1,2,1,1431,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,208,625000,Denver,CO,80212,1,2,1,1618,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,104,595000,Denver,CO,80212,2,2,1,1772,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,201,625000,Denver,CO,80212,2,2,1,1618,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,204,660000,Denver,CO,80212,2,2,1,1757,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,205,645000,Denver,CO,80212,2,2,1,1895,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4625 W 50th Ave,206,590000,Denver,CO,80212,1,2,1,1637,,Condo/Townhome/Row/H,Clear Creek Real Estate Llc,2017-03-16
4661 Federal Blvd,,465000,Denver,CO,80211,4,3,4,2317,6250,Single Family Home,TRELORA,2017-03-16
468 Milwaukee St,,3899000,Denver,CO,80206,4,6,3,5852,6250,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
4700 N Raleigh St,,439000,Denver,CO,80212,3,2,1,1454,4990,Single Family Home,Shorewood Real Estate,2017-03-16
4700 Tejon St,,429000,Denver,CO,80211,4,2,2,2378,6850,Single Family Home,Elite Home Colorado,2017-03-16
4706 E Dartmouth Ave,,1249000,Denver,CO,80222,3,4,3,5392,9600,Single Family Home,RE/MAX Professionals,2017-03-16
4714 Flanders Way,,271048,Denver,CO,80249,3,3,2,1754,5699,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
473 Milwaukee St,,1825000,Denver,CO,80206,4,5,2,4182,3125,Condo/Townhome/Row/H,Berkshire Hathaway HomeServices,2017-03-16
4747 S Balsam Way,21-102,230000,Denver,CO,80123,2,2,1,1050,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
4800 Tennyson St,,699000,Denver,CO,80212,4,2,4,3282,10019,Single Family Home,Modern Real Estate,2017-03-16
4814 E Kentucky Ave,D,225000,Denver,CO,80246,2,1,1,745,436,Condo/Townhome/Row/H,Listings.Com,2017-03-16
4819 Quitman St,,359900,Denver,CO,80212,1,1.5,1,1300,6098,Single Family Home,Homestead Real Estate  LLC,2017-03-16
4833 Genoa St,,302900,Denver,CO,80249,3,3,2,1600,4728,Single Family Home,STERLING REAL ESTATE GROUP,2017-03-16
4837 Quitman St,,529000,Denver,CO,80212,4,3,1,2283,6250,Single Family Home,Berkshire Hathaway HomeServices Elevated Living RE,2017-03-16
4845 W Warren Ave,,650000,Denver,CO,80219,4,3,6,2818,10454,Single Family Home,TBK Real Estate Solutions  LLC,2017-03-16
4848 W 14th Ave,,499000,Denver,CO,80204,3,2,2,1569,6550,Single Family Home,LIVE Urban Real Estate,2017-03-16
4848 W 14th Ave,,499000,Denver,CO,80204,,,,6550,,Land,LIVE Urban Real Estate,2017-03-16
4875 S Monaco St,206,414900,Denver,CO,80237,2,2,1,1331,,Condo/Townhome/Row/H,RE/MAX ALLIANCE,2017-03-16
4875 S Monaco St,104,424999,Denver,CO,80237,2,2,1,1330,,Condo/Townhome/Row/H,The Denver New Home Store Inc,2017-03-16
4881 E Harvard Ln,,499900,Denver,CO,80222,5,2,2,2092,10454,Single Family Home,Brokers West,2017-03-16
4885 S Monaco St,105,633450,Denver,CO,80237,2,3,1,1519,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
4885 S Monaco St,205,629900,Denver,CO,80237,2,3,1,1519,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
4885 S Monaco St,306,655000,Denver,CO,80237,2,3,2,1519,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
4885 S Monaco St,210,345000,Denver,CO,80237,1,1,1,823,,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
4901 Montview Blvd,,925000,Denver,CO,80207,3,3,2,3767,12197,Single Family Home,Public Realty Company,2017-03-16
4915 Lowell Blvd,,499900,Denver,CO,80221,3,4,2,1711,,Condo/Townhome/Row/H,ONE REALTY  LLC,2017-03-16
4920 E 6th Avenue Pkwy,,860000,Denver,CO,80220,4,3,3,3027,8660,Single Family Home,Kentwood City Properties,2017-03-16
4933 N Grove St,,450000,Denver,CO,80221,3,2,4,1341,4680,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
4943 Lowell Blvd,4,465000,Denver,CO,80221,2,2.5,1,1832,1250,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4943 Lowell Blvd,4,465000,Denver,CO,80221,2,3,1,1832,1250,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4943 Lowell Blvd,1,489900,Denver,CO,80221,2,2.5,1,1966,1200,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4943 Lowell Blvd,2,495000,Denver,CO,80221,2,2.5,1,1832,1200,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4943 Lowell Blvd,6,449900,Denver,CO,80221,2,4,1,1498,1200,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4943 Lowell Blvd,6,449900,Denver,CO,80221,2,2.5,1,1498,1200,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
4954 Cathay Ct,,352000,Denver,CO,80249,4,3,2,2699,5000,Single Family Home,Berkshire Hathaway HomeServices Innovative Real Es,2017-03-16
4956 Lowell Blvd,,479000,Denver,CO,80221,2,3,2,1443,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
4965 Eliot St,,339900,Denver,CO,80221,3,2,2,1003,6250,Single Family Home,Paul L Gruber,2017-03-16
4966 Knox Ct,,235000,Denver,CO,80221,,,,6240,,Land,Kga Properties Llc,2017-03-16
4973 S Iris St,,325000,Denver,CO,80123,3,2,4,1548,6500,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
4975 Idalia St,,250000,Denver,CO,80239,3,1,1,972,6082,Single Family Home,Brokers Guild Classic,2017-03-16
50 Galapago St,,498000,Denver,CO,80223,2,4,2,1659,828,Condo/Townhome/Row/H,Fci Real Estate Cnslts,2017-03-16
50 W Arizona Ave,,3500000,Denver,CO,80223,3,4,10,18696,12632,Multi-Family,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
503 Harrison St,,1195000,Denver,CO,80206,3,5,2,3808,3125,Single Family Home,LIV Sotheby's International Realty,2017-03-16
5060 Logan St,,650000,Denver,CO,80216,,,7,1071,15682,Multi-Family,1858 Real Estate,2017-03-16
5065 W 33rd Ave,,620000,Denver,CO,80212,3,2,3,2158,8570,Single Family Home,Sannino Fore Llc,2017-03-16
5088 Cathay Ct,,300000,Denver,CO,80249,3,2,2,2079,3938,Single Family Home,MB TEAM LASSEN,2017-03-16
5101 Liverpool Way,,509777,Denver,CO,80249,5,4,2,3272,9144,Single Family Home,PorchLight Real Estate Group,2017-03-16
5105-13 W 38th Ave,,1295000,Denver,CO,80212,,,,,13504,Land,Modus Real Estate,2017-03-16
5122 Clarkson St,,250000,Denver,CO,80216,2,1,3,963,5000,Single Family Home,The Crossroads R.E. Team,2017-03-16
5122 Clarkson St,,320000,Denver,CO,80216,,,,5000,,Land,The Crossroads R.E. Team,2017-03-16
5124 Cathay Ct,,300000,Denver,CO,80249,3,2.5,2,2100,5393,Single Family Home,Porchlight R.E.,2017-03-16
5125 E Ellsworth Ave,,825000,Denver,CO,80246,3,3,3,2231,9370,Single Family Home,Precision Homes Real Estate,2017-03-16
5134 Malaya St,,459900,Denver,CO,80249,4,3,3,3834,8050,Single Family Home,Elite Home Colorado,2017-03-16
5155 Alcott St,,345000,Denver,CO,80221,2,1,2,1426,6270,Single Family Home,Brokers Guild Classic,2017-03-16
517 Harrison St,,749999,Denver,CO,80206,3,4,2,3405,3125,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
5170 Quitman St,,475000,Denver,CO,80212,5,3,1,2586,9375,Single Family Home,Kentwood Company,2017-03-16
5175 Lowell Blvd,,559000,Denver,CO,80221,3,4,2,2040,6250,Multi-Family,Fenice Properties Llc,2017-03-16
5175 Lowell Blvd,,559000,Denver,CO,80221,3,4,4,2040,6250,Single Family Home,Fenice Properties Llc,2017-03-16
5188 Perry St,,899000,Denver,CO,80212,4,4,2,3830,6250,Single Family Home,LIV Sotheby's International Realty,2017-03-16
521 E 14th Ave,18,265000,Denver,CO,80203,2,1,,910,,Condo/Townhome/Row/H,Erwin,2017-03-16
521 Steele St,,915000,Denver,CO,80206,3,2.5,2,3036,3125,Condo/Townhome/Row/H,RE/MAX of Boulder,2017-03-16
5210 Columbine Ln,,429900,Denver,CO,80221,,,,,64904,Land,RE/MAX Northwest,2017-03-16
523 Josephine St,,719000,Denver,CO,80206,4,5,2,2050,1534,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
525 Jackson St,102,324000,Denver,CO,80206,2,1,1,814,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
5255 Memphis St,3-318,165000,Denver,CO,80239,1,1.5,,931,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Boulder,2017-03-16
5265 Raleigh St,,699900,Denver,CO,80212,4,3,3,3829,5486,Condo/Townhome/Row/H,Vip Real Estate Co,2017-03-16
527 Harrison St,,844500,Denver,CO,80206,3,4,2,3268,3125,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
528 Garfield St,,1085000,Denver,CO,80206,4,4,2,3439,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
5295 Adams St,,300000,Denver,CO,80216,1,1,2,1299,6375,Multi-Family,Keller Williams Preferred Realty,2017-03-16
530 S University Blvd,,4995000,Denver,CO,80209,5,9,8,15492,74488,Single Family Home,LIV Sotheby's International Realty,2017-03-16
5335 Quitman St,,350000,Denver,CO,80212,4,2,,1750,6650,Single Family Home,Porchlight R.E.,2017-03-16
5335 Quitman St,,350000,Denver,CO,80212,4,2,4,1750,6650,Single Family Home,Porchlight R.E.,2017-03-16
5388 Lewiston St,,360000,Denver,CO,80239,4,3,2,3532,7114,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
539 S Clarkson St,,859000,Denver,CO,80209,4,3,2,2525,4410,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
5401 E Bails Dr,,349000,Denver,CO,80222,,,,8842,,Land,MADISON AND COMPANY PROPERTIES,2017-03-16
5401 E Dakota Ave,25,698000,Denver,CO,80246,4,4,2,4220,6750,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
5401 Lowell Blvd,,299900,Denver,CO,80221,3,1,5,1596,9525,Single Family Home,Mb Beck & Associates Real Estate,2017-03-16
5410 Columbine Rd,,750000,Denver,CO,80221,4,3,3,3168,23087,Single Family Home,Realty One Group Premier,2017-03-16
5432 Riverdale Ln,,22000,Denver,CO,80229,3,2,,1216,,Mfd/Mobile Home,Cherry Creek Properties Inc,2017-03-16
5446 Quari St,,249900,Denver,CO,80239,5,3,3,2024,6100,Single Family Home,Colorado Realty Resource,2017-03-16
5451 Ensenada Ct,,444500,Denver,CO,80249,3,3,3,2802,7452,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
5475 Espana Ct,,485500,Denver,CO,80249,3,3,3,4406,7745,Single Family Home,Mb Sam Barnes Realty,2017-03-16
5480 Bryant St,,439900,Denver,CO,80221,4,2,2,2556,10019,Single Family Home,Cherry Creek Properties LLC,2017-03-16
549 Fillmore St,,1195000,Denver,CO,80206,3,4,2,4152,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
55 S Quitman St,,245000,Denver,CO,80219,2,1,4,823,3125,Single Family Home,8z Real Estate,2017-03-16
5501 W 48th St,,255000,Denver,CO,80212,2,1,1,816,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
552 Milwaukee St,,1224900,Denver,CO,80206,3,4,2,3459,,Condo/Townhome/Row/H,Aspen Gold Realty,2017-03-16
5520 Vale Dr,,459900,Denver,CO,80246,4,3,1,2256,7370,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
554 Milwaukee St,,1224900,Denver,CO,80206,3,4,2,3459,,Condo/Townhome/Row/H,Aspen Gold Realty,2017-03-16
5546 Wabash St,,485000,Denver,CO,80238,4,4,2,2468,2700,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
555 E 10th Ave,16,279000,Denver,CO,80203,1,1,1,694,,Condo/Townhome/Row/H,Brokers Guild Classic,2017-03-16
5564 Laredo St,,295000,Denver,CO,80239,3,2,2,2826,6230,Single Family Home,Buildings & Residences - Denver,2017-03-16
5566 Nepal St,,295000,Denver,CO,80249,3,3,2,1509,2800,Single Family Home,Mb Total Realty,2017-03-16
558 Madison St,,714900,Denver,CO,80206,4,5,2,2097,1374,Single Family Home,Modus Real Estate,2017-03-16
558 S Gaylord St,,2350000,Denver,CO,80209,5,5,2,5109,6240,Single Family Home,Stone Cloud Real Estate,2017-03-16
5589 Pearl St,,425000,Denver,CO,80216,2,1,2,1040,19166,Multi-Family,Mb Ed Tomlinson Real Estate Services,2017-03-16
559 Madison St,,2049000,Denver,CO,80206,5,7,3,6008,5620,Single Family Home,LIV Sotheby's International Realty,2017-03-16
5601 E 3rd Ave,,1695000,Denver,CO,80220,4,7,3,7647,12197,Single Family Home,RE/MAX Alliance,2017-03-16
561 Steele St,,1890000,Denver,CO,80206,4,5,2,4213,4160,Single Family Home,PorchLight Real Estate Group,2017-03-16
5611 E Iowa Ave,,300000,Denver,CO,80224,,,,,14375,Land,Allstars Real Estate,2017-03-16
57 N Syracuse Ct,,459900,Denver,CO,80230,2,3,2,1524,1242,Single Family Home,BROKERS GUILD-CHERRY CREEK LTD,2017-03-16
5708 E 10th Ave,,515000,Denver,CO,80220,4,5,2,2700,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
5722 E 14th Ave,,374900,Denver,CO,80220,3,2,2,1350,,Condo/Townhome/Row/H,Modus Real Estate,2017-03-16
5745 E 6th Avenue Pkwy,,1095000,Denver,CO,80220,4,5,2,4729,9890,Single Family Home,LIV Sotheby's International Realty,2017-03-16
5775 Clear Creek Dr,,335000,Denver,CO,80212,3,1,2,1818,10019,Single Family Home,Mb Miller Stanley Real Estate,2017-03-16
578 S Gilpin St,,1095000,Denver,CO,80209,2,4,1,2927,5932,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
5800 E 17th Avenue Pkwy,,1600000,Denver,CO,80220,5,5,2,4503,6200,Single Family Home,Coldwell Banker Residential Brokerage - Southwest ,2017-03-16
5839 N Alton St,,472535,Denver,CO,80238,3,3,2,3029,2720,Single Family Home,MB TEAM LASSEN,2017-03-16
5861 N Alton St,,475000,Denver,CO,80238,3,3,2,3029,2720,Single Family Home,MB TEAM LASSEN,2017-03-16
5901 W Lehigh Ave,18,565000,Denver,CO,80235,3,3,2,4146,14810,Single Family Home,MB PARAMOUNT PROPERTIES,2017-03-16
595 S Gaylord St,,675000,Denver,CO,80209,4,2,,2030,3670,Single Family Home,Streetside Properties,2017-03-16
5960 Clear Creek Dr,,399500,Denver,CO,80212,3,2,6,2204,8920,Single Family Home,NOSTALGIC HOMES,2017-03-16
5964 Central Park Blvd,,429695,Denver,CO,80238,2,3,2,2721,,Single Family Home,MB TEAM LASSEN,2017-03-16
5982 Central Park Blvd,,451166,Denver,CO,80238,3,3,2,2420,2240,Single Family Home,MB TEAM LASSEN,2017-03-16
5986 Alton St,,598420,Denver,CO,80238,3,3,2,2292,3600,Single Family Home,MB TEAM LASSEN,2017-03-16
6 S Harrison St,,690000,Denver,CO,80209,4,3,2,2041,6930,Multi-Family,Laura Allred,2017-03-16
600 Fillmore St,,579900,Denver,CO,80206,3,2,2,1906,6250,Single Family Home,LIV Sotheby's International Realty,2017-03-16
601 S University Blvd,,659000,Denver,CO,80209,3,2,2,2176,6310,Single Family Home,T M  INC.,2017-03-16
601-643 Inca St,,1200000,Denver,CO,80204,,,,,13939,Land,Modus Real Estate,2017-03-16
6034 Alton St,,501395,Denver,CO,80238,4,4,2,2308,3150,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
6049 N Boston St,,635900,Denver,CO,80239,4,4,3,4478,4605,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
605 S Clinton St,4B,200000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
6074 Alton St,,516227,Denver,CO,80238,4,4,2,2421,3150,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
6079 N Boston St,,644900,Denver,CO,80239,4,4,3,4558,4605,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
612 S Ogden St,,945000,Denver,CO,80209,3,4,2,2922,3175,Condo/Townhome/Row/H,TRELORA,2017-03-16
614 Lowell Blvd,,215000,Denver,CO,80204,2,1,2,784,5090,Single Family Home,Mb Real Estate By Rochelle,2017-03-16
615 S Clinton St,3B,170000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,HOME REAL ESTATE,2017-03-16
623 W 3rd Ave,625,1100000,Denver,CO,80223,4,1,2,4432,6249,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
625 N Pennsylvania St,411,260000,Denver,CO,80203,2,1,3,851,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
630 N Franklin St,,1450000,Denver,CO,80218,6,4,2,4093,6250,Single Family Home,Urban Luxe Real Estate,2017-03-16
635 S Alton Way,10A,219999,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
640 Albion St,,734900,Denver,CO,80220,5,2,2,2646,6250,Single Family Home,RE/MAX Professionals,2017-03-16
